0,1,2,3,4,5
Seoul_Grand_Park,2023-02-23,7518,Eunpyeong-gu,2023-06-09,6331.0
Nowon-gu,2023-02-23,23852,Gwanak-gu,2023-06-09,13112.0
Songpa-gu,2023-02-23,15203,Jongno-gu,2023-06-09,10940.0
Seodaemun-gu,2023-02-23,2559,Nowon-gu,2023-06-09,9733.0
Yongsan-gu,2023-02-23,240,Guro-gu,2023-06-09,14917.0
Seocho-gu,2023-02-23,27373,Gangdong-gu,2023-06-09,23409.0
Jongno-gu,2023-02-23,2488,Gangnam-gu,2023-06-09,74000.0
Jung-gu,2023-02-23,16291,Geumcheon-gu,2023-06-09,11179.0
Guro-gu,2023-02-23,59147,Gangseo-gu,2023-06-09,20837.0
Geumcheon-gu,2023-02-23,44064,Dongjak-gu,2023-06-09,16231.0
Dobong-gu,2023-02-23,50390,Jung-gu,2023-06-09,84368.0
Gwangjin-gu,2023-02-23,30824,Jungnang-gu,2023-06-09,5369.0
Dongjak-gu,2023-02-23,68455,Mapo-gu,2023-06-09,12052.0
Gangdong-gu,2023-02-23,30404,Gangbuk-gu,2023-06-09,17397.0
Eunpyeong-gu,2023-02-23,2218,Gwangjin-gu,2023-06-09,28038.0
Gangnam-gu,2023-02-23,56988,Gwanak-gu,2023-06-10,82682.0
Gwanak-gu,2023-02-23,13472,Jungnang-gu,2023-06-10,42455.0
Gangseo-gu,2023-02-23,24153,Songpa-gu,2023-06-10,65745.0
Gangbuk-gu,2023-02-23,29558,Gangnam-gu,2023-06-10,199816.0
Seongdong-gu,2023-02-24,1976,Jongno-gu,2023-06-10,34256.0
Jongno-gu,2023-02-24,2930,Gwangjin-gu,2023-06-10,81607.0
Eunpyeong-gu,2023-02-24,2251,Gangdong-gu,2023-06-10,99524.0
Jung-gu,2023-02-24,28769,Seongdong-gu,2023-06-10,9595.0
Gangnam-gu,2023-02-24,60242,Seodaemun-gu,2023-06-10,6897.0
Gangseo-gu,2023-02-24,25077,Mapo-gu,2023-06-10,68847.0
Dobong-gu,2023-02-24,54049,Eunpyeong-gu,2023-06-10,6435.0
Jungnang-gu,2023-02-24,20215,Dongjak-gu,2023-06-10,164873.0
Seodaemun-gu,2023-02-24,3116,Jung-gu,2023-06-10,95297.0
Songpa-gu,2023-02-24,14931,Gangseo-gu,2023-06-10,42426.0
Geumcheon-gu,2023-02-24,45532,Guro-gu,2023-06-10,132397.0
Guro-gu,2023-02-24,60648,Seocho-gu,2023-06-10,62319.0
Gangbuk-gu,2023-02-24,38772,Geumcheon-gu,2023-06-10,101752.0
Yongsan-gu,2023-02-24,340,Yangcheon-gu,2023-06-10,140185.0
Gwanak-gu,2023-02-24,16669,Nowon-gu,2023-06-10,72845.0
Seocho-gu,2023-02-24,29720,Seoul_Grand_Park,2023-06-10,33234.0
Nowon-gu,2023-02-24,24968,Gangbuk-gu,2023-06-10,94603.0
Yangcheon-gu,2023-02-24,75362,Yongsan-gu,2023-06-10,586.0
Gwangjin-gu,2023-02-24,36040,Dobong-gu,2023-06-10,106510.0
Dongjak-gu,2023-02-24,79446,Seongdong-gu,2023-06-11,8424.0
Mapo-gu,2023-02-24,55985,Geumcheon-gu,2023-06-11,99469.0
Gangdong-gu,2023-02-24,34756,Jung-gu,2023-06-11,85443.0
Seoul_Grand_Park,2023-02-24,9660,Yangcheon-gu,2023-06-11,126450.0
Gwanak-gu,2023-02-25,16762,Gwangjin-gu,2023-06-11,72901.0
Songpa-gu,2023-02-25,14003,Gangbuk-gu,2023-06-11,86148.0
Gangseo-gu,2023-02-25,25826,Songpa-gu,2023-06-11,62486.0
Nowon-gu,2023-02-25,25717,Jongno-gu,2023-06-11,32143.0
Mapo-gu,2023-02-25,47532,Gangdong-gu,2023-06-11,89974.0
Gangnam-gu,2023-02-25,51820,Dongjak-gu,2023-06-11,149619.0
Seocho-gu,2023-02-25,23902,Guro-gu,2023-06-11,123749.0
Gwangjin-gu,2023-02-25,37596,Seocho-gu,2023-06-11,39172.0
Yangcheon-gu,2023-02-25,52344,Gangseo-gu,2023-06-11,37653.0
Jungnang-gu,2023-02-25,25823,Dobong-gu,2023-06-11,100780.0
Guro-gu,2023-02-25,67285,Seoul_Grand_Park,2023-06-11,31480.0
Geumcheon-gu,2023-02-25,47278,Nowon-gu,2023-06-11,68564.0
Dobong-gu,2023-02-25,59474,Yongsan-gu,2023-06-11,338.0
Eunpyeong-gu,2023-02-25,2270,Seodaemun-gu,2023-06-11,6270.0
Jongno-gu,2023-02-25,4076,Gwanak-gu,2023-06-11,75078.0
Dongjak-gu,2023-02-25,50435,Jungnang-gu,2023-06-11,39526.0
Seodaemun-gu,2023-02-25,2383,Mapo-gu,2023-06-11,61180.0
Seongdong-gu,2023-02-25,2786,Gangnam-gu,2023-06-11,168562.0
Gangdong-gu,2023-02-25,35084,Eunpyeong-gu,2023-06-11,4861.0
Yongsan-gu,2023-02-25,542,Jungnang-gu,2023-06-12,42481.0
Gangbuk-gu,2023-02-25,45466,Jongno-gu,2023-06-12,24842.0
Jung-gu,2023-02-25,36125,Seongdong-gu,2023-06-12,4253.0
Seoul_Grand_Park,2023-02-25,19014,Seodaemun-gu,2023-06-12,6588.0
Gangnam-gu,2023-02-26,42041,Gangseo-gu,2023-06-12,47724.0
Seongdong-gu,2023-02-26,2751,Gangbuk-gu,2023-06-12,97060.0
Jung-gu,2023-02-26,26464,Gangdong-gu,2023-06-12,102158.0
Guro-gu,2023-02-26,55304,Songpa-gu,2023-06-12,59971.0
Jungnang-gu,2023-02-26,18223,Yangcheon-gu,2023-06-12,139985.0
Seocho-gu,2023-02-26,14828,Jung-gu,2023-06-12,87649.0
Gangbuk-gu,2023-02-26,31957,Mapo-gu,2023-06-12,61819.0
Gangseo-gu,2023-02-26,18068,Gangnam-gu,2023-06-12,196324.0
Eunpyeong-gu,2023-02-26,1459,Dobong-gu,2023-06-12,111321.0
Geumcheon-gu,2023-02-26,32542,Eunpyeong-gu,2023-06-12,6162.0
Seodaemun-gu,2023-02-26,2569,Yongsan-gu,2023-06-12,367.0
Dobong-gu,2023-02-26,49678,Seoul_Grand_Park,2023-06-12,12936.0
Yangcheon-gu,2023-02-26,46141,Gwangjin-gu,2023-06-12,79037.0
Jongno-gu,2023-02-26,3122,Nowon-gu,2023-06-12,73497.0
Gwangjin-gu,2023-02-26,30330,Seocho-gu,2023-06-12,59018.0
Gangdong-gu,2023-02-26,27163,Guro-gu,2023-06-12,135389.0
Dongjak-gu,2023-02-26,51849,Geumcheon-gu,2023-06-12,112797.0
Seoul_Grand_Park,2023-02-26,22057,Dongjak-gu,2023-06-12,169715.0
Gwanak-gu,2023-02-26,13138,Gwanak-gu,2023-06-12,76103.0
Mapo-gu,2023-02-26,49974,Eunpyeong-gu,2023-06-13,6244.0
Songpa-gu,2023-02-26,13737,Seocho-gu,2023-06-13,59030.0
Nowon-gu,2023-02-26,21735,Guro-gu,2023-06-13,131063.0
Yongsan-gu,2023-02-26,374,Jung-gu,2023-06-13,83446.0
Gwanak-gu,2023-02-27,12468,Dongjak-gu,2023-06-13,167684.0
Dobong-gu,2023-02-27,50475,Gangdong-gu,2023-06-13,100043.0
Geumcheon-gu,2023-02-27,43080,Seodaemun-gu,2023-06-13,6971.0
Yangcheon-gu,2023-02-27,43448,Mapo-gu,2023-06-13,63245.0
Seoul_Grand_Park,2023-02-27,10412,Gangnam-gu,2023-06-13,197651.0
Seocho-gu,2023-02-27,21007,Jungnang-gu,2023-06-13,39967.0
Gwangjin-gu,2023-02-27,29759,Seoul_Grand_Park,2023-06-13,13293.0
Gangbuk-gu,2023-02-27,38837,Dobong-gu,2023-06-13,106511.0
Mapo-gu,2023-02-27,40226,Yongsan-gu,2023-06-13,439.0
Guro-gu,2023-02-27,56999,Nowon-gu,2023-06-13,72006.0
Dongjak-gu,2023-02-27,65583,Gangseo-gu,2023-06-13,46246.0
Gangdong-gu,2023-02-27,29410,Gwangjin-gu,2023-06-13,78854.0
Nowon-gu,2023-02-27,22897,Yangcheon-gu,2023-06-13,137633.0
Seongdong-gu,2023-02-27,1020,Songpa-gu,2023-06-13,60260.0
Eunpyeong-gu,2023-02-27,1892,Geumcheon-gu,2023-06-13,111536.0
Jung-gu,2023-02-27,24889,Seongdong-gu,2023-06-13,4778.0
Yongsan-gu,2023-02-27,255,Gangbuk-gu,2023-06-13,92188.0
Jungnang-gu,2023-02-27,23433,Gwanak-gu,2023-06-13,77068.0
Songpa-gu,2023-02-27,11503,Jongno-gu,2023-06-13,28482.0
Seodaemun-gu,2023-02-27,2531,Jung-gu,2023-06-14,92344.0
Gangnam-gu,2023-02-27,47888,Geumcheon-gu,2023-06-14,111455.0
Gangseo-gu,2023-02-27,23147,Jongno-gu,2023-06-14,28730.0
Jongno-gu,2023-02-27,5850,Gangseo-gu,2023-06-14,48741.0
Seocho-gu,2023-02-28,24891,Seongdong-gu,2023-06-14,4614.0
Jungnang-gu,2023-02-28,20945,Yongsan-gu,2023-06-14,543.0
Gangbuk-gu,2023-02-28,34854,Gwangjin-gu,2023-06-14,81663.0
Jung-gu,2023-02-28,21463,Dobong-gu,2023-06-14,107677.0
Guro-gu,2023-02-28,58333,Seoul_Grand_Park,2023-06-14,12747.0
Gangnam-gu,2023-02-28,49429,Gwanak-gu,2023-06-14,76373.0
Jongno-gu,2023-02-28,3231,Gangnam-gu,2023-06-14,195667.0
Gangdong-gu,2023-02-28,30284,Songpa-gu,2023-06-14,61702.0
Yongsan-gu,2023-02-28,269,Guro-gu,2023-06-14,131234.0
Songpa-gu,2023-02-28,13884,Eunpyeong-gu,2023-06-14,6180.0
Mapo-gu,2023-02-28,48228,Dongjak-gu,2023-06-14,164024.0
Nowon-gu,2023-02-28,24415,Yangcheon-gu,2023-06-14,140442.0
Seoul_Grand_Park,2023-02-28,9729,Jungnang-gu,2023-06-14,41660.0
Yangcheon-gu,2023-02-28,50276,Gangdong-gu,2023-06-14,102346.0
Gwangjin-gu,2023-02-28,28926,Seocho-gu,2023-06-14,59765.0
Gwanak-gu,2023-02-28,13062,Gangbuk-gu,2023-06-14,92807.0
Gangseo-gu,2023-02-28,23975,Nowon-gu,2023-06-14,71709.0
Eunpyeong-gu,2023-02-28,1946,Seodaemun-gu,2023-06-14,6340.0
Dobong-gu,2023-02-28,52638,Mapo-gu,2023-06-14,61193.0
Dongjak-gu,2023-02-28,63982,Gangnam-gu,2023-06-15,197099.0
Seodaemun-gu,2023-02-28,2748,Yongsan-gu,2023-06-15,435.0
Seongdong-gu,2023-02-28,1818,Geumcheon-gu,2023-06-15,114704.0
Geumcheon-gu,2023-02-28,37419,Mapo-gu,2023-06-15,66044.0
Jongno-gu,2023-03-02,2314,Seoul_Grand_Park,2023-06-15,13053.0
Nowon-gu,2023-03-02,19384,Seongdong-gu,2023-06-15,5428.0
Seoul_Grand_Park,2023-03-02,5589,Gangbuk-gu,2023-06-15,96426.0
Gangdong-gu,2023-03-02,32353,Jongno-gu,2023-06-15,27191.0
Songpa-gu,2023-03-02,9465,Jungnang-gu,2023-06-15,42414.0
Gwanak-gu,2023-03-02,13974,Dobong-gu,2023-06-15,107131.0
Dobong-gu,2023-03-02,44103,Seodaemun-gu,2023-06-15,6839.0
Gwangjin-gu,2023-03-02,34593,Yangcheon-gu,2023-06-15,139163.0
Seongdong-gu,2023-03-02,1402,Gwangjin-gu,2023-06-15,81651.0
Seodaemun-gu,2023-03-02,2881,Gangseo-gu,2023-06-15,51806.0
Mapo-gu,2023-03-02,40378,Nowon-gu,2023-06-15,73244.0
Yongsan-gu,2023-03-02,300,Gangdong-gu,2023-06-15,103395.0
Geumcheon-gu,2023-03-02,40517,Dongjak-gu,2023-06-15,165903.0
Yangcheon-gu,2023-03-02,54696,Songpa-gu,2023-06-15,62648.0
Gangseo-gu,2023-03-02,24865,Guro-gu,2023-06-15,133575.0
Jung-gu,2023-03-02,31909,Jung-gu,2023-06-15,92627.0
Gangbuk-gu,2023-03-02,34528,Gwanak-gu,2023-06-15,79407.0
Dongjak-gu,2023-03-02,58513,Eunpyeong-gu,2023-06-15,6093.0
Gangnam-gu,2023-03-02,55014,Seocho-gu,2023-06-15,63838.0
Guro-gu,2023-03-02,49867,Dobong-gu,2023-06-16,108856.0
Jungnang-gu,2023-03-02,16499,Guro-gu,2023-06-16,133308.0
Eunpyeong-gu,2023-03-02,2773,Dongjak-gu,2023-06-16,168471.0
Seocho-gu,2023-03-02,26266,Gangbuk-gu,2023-06-16,94566.0
Songpa-gu,2023-03-03,11163,Gangseo-gu,2023-06-16,47137.0
Dongjak-gu,2023-03-03,51450,Yangcheon-gu,2023-06-16,141537.0
Seongdong-gu,2023-03-03,1266,Gwanak-gu,2023-06-16,76536.0
Mapo-gu,2023-03-03,43058,Mapo-gu,2023-06-16,67164.0
Gangseo-gu,2023-03-03,23287,Seoul_Grand_Park,2023-06-16,12436.0
Gangnam-gu,2023-03-03,49108,Geumcheon-gu,2023-06-16,103363.0
Seodaemun-gu,2023-03-03,2557,Nowon-gu,2023-06-16,73047.0
Jongno-gu,2023-03-03,4237,Gwangjin-gu,2023-06-16,81326.0
Jung-gu,2023-03-03,28435,Seocho-gu,2023-06-16,67181.0
Jungnang-gu,2023-03-03,22117,Eunpyeong-gu,2023-06-16,6155.0
Seocho-gu,2023-03-03,23041,Seongdong-gu,2023-06-16,6362.0
Eunpyeong-gu,2023-03-03,1838,Songpa-gu,2023-06-16,63297.0
Gwanak-gu,2023-03-03,11732,Yongsan-gu,2023-06-16,226.0
Gangbuk-gu,2023-03-03,41850,Seodaemun-gu,2023-06-16,6991.0
Yongsan-gu,2023-03-03,243,Jung-gu,2023-06-16,95486.0
Geumcheon-gu,2023-03-03,40995,Jongno-gu,2023-06-16,28280.0
Gwangjin-gu,2023-03-03,28823,Gangdong-gu,2023-06-16,104045.0
Dobong-gu,2023-03-03,43747,Jungnang-gu,2023-06-16,41144.0
Gangdong-gu,2023-03-03,26888,Gangnam-gu,2023-06-16,197918.0
Seoul_Grand_Park,2023-03-03,5453,Nowon-gu,2023-06-17,71849.0
Nowon-gu,2023-03-03,19774,Gangnam-gu,2023-06-17,201770.0
Guro-gu,2023-03-03,53731,Seocho-gu,2023-06-17,64450.0
Yangcheon-gu,2023-03-03,57639,Seodaemun-gu,2023-06-17,7213.0
Seoul_Grand_Park,2023-03-04,28494,Geumcheon-gu,2023-06-17,101621.0
Yangcheon-gu,2023-03-04,71013,Gwanak-gu,2023-06-17,79572.0
Gangdong-gu,2023-03-04,35612,Yangcheon-gu,2023-06-17,138963.0
Songpa-gu,2023-03-04,16076,Seoul_Grand_Park,2023-06-17,38715.0
Nowon-gu,2023-03-04,25866,Mapo-gu,2023-06-17,67422.0
Gangbuk-gu,2023-03-04,37479,Dobong-gu,2023-06-17,107869.0
Guro-gu,2023-03-04,63346,Guro-gu,2023-06-17,130767.0
Seocho-gu,2023-03-04,32500,Seongdong-gu,2023-06-17,11049.0
Seongdong-gu,2023-03-04,3398,Dongjak-gu,2023-06-17,166804.0
Seodaemun-gu,2023-03-04,2757,Gangbuk-gu,2023-06-17,94774.0
Eunpyeong-gu,2023-03-04,2458,Jungnang-gu,2023-06-17,41317.0
Geumcheon-gu,2023-03-04,43313,Songpa-gu,2023-06-17,61674.0
Gangseo-gu,2023-03-04,25493,Eunpyeong-gu,2023-06-17,6347.0
Gangnam-gu,2023-03-04,72868,Gangseo-gu,2023-06-17,42617.0
Gwanak-gu,2023-03-04,16109,Yongsan-gu,2023-06-17,234.0
Jung-gu,2023-03-04,22657,Gangdong-gu,2023-06-17,98595.0
Jongno-gu,2023-03-04,9240,Jongno-gu,2023-06-17,37750.0
Gwangjin-gu,2023-03-04,38243,Gwangjin-gu,2023-06-17,83499.0
Dongjak-gu,2023-03-04,91849,Jung-gu,2023-06-17,103216.0
Yongsan-gu,2023-03-04,429,Yangcheon-gu,2023-06-18,135022.0
Mapo-gu,2023-03-04,54711,Seoul_Grand_Park,2023-06-18,31089.0
Jungnang-gu,2023-03-04,19657,Eunpyeong-gu,2023-06-18,4434.0
Dobong-gu,2023-03-04,60791,Jung-gu,2023-06-18,91292.0
Gwanak-gu,2023-03-05,14395,Seocho-gu,2023-06-18,41049.0
Seocho-gu,2023-03-05,17788,Nowon-gu,2023-06-18,79207.0
Yongsan-gu,2023-03-05,264,Seodaemun-gu,2023-06-18,5998.0
Gangnam-gu,2023-03-05,51307,Gangdong-gu,2023-06-18,96192.0
Gangbuk-gu,2023-03-05,32992,Gangnam-gu,2023-06-18,183666.0
Geumcheon-gu,2023-03-05,31847,Geumcheon-gu,2023-06-18,99954.0
Dongjak-gu,2023-03-05,67269,Dongjak-gu,2023-06-18,164256.0
Mapo-gu,2023-03-05,48870,Dobong-gu,2023-06-18,110615.0
Nowon-gu,2023-03-05,22532,Seongdong-gu,2023-06-18,7391.0
Gangseo-gu,2023-03-05,21259,Jongno-gu,2023-06-18,29702.0
Guro-gu,2023-03-05,56260,Gangbuk-gu,2023-06-18,96202.0
Seodaemun-gu,2023-03-05,2551,Gwangjin-gu,2023-06-18,80280.0
Gwangjin-gu,2023-03-05,34531,Gwanak-gu,2023-06-18,82434.0
Jungnang-gu,2023-03-05,20322,Guro-gu,2023-06-18,137589.0
Gangdong-gu,2023-03-05,27681,Gangseo-gu,2023-06-18,41500.0
Yangcheon-gu,2023-03-05,65212,Jungnang-gu,2023-06-18,42219.0
Jung-gu,2023-03-05,23676,Songpa-gu,2023-06-18,66817.0
Dobong-gu,2023-03-05,53123,Yongsan-gu,2023-06-18,403.0
Songpa-gu,2023-03-05,16274,Mapo-gu,2023-06-18,70449.0
Eunpyeong-gu,2023-03-05,1434,Eunpyeong-gu,2023-06-19,6143.0
Seongdong-gu,2023-03-05,2766,Jungnang-gu,2023-06-19,42549.0
Jongno-gu,2023-03-05,6061,Seocho-gu,2023-06-19,56153.0
Seoul_Grand_Park,2023-03-05,29343,Dongjak-gu,2023-06-19,171623.0
Gangnam-gu,2023-03-06,57114,Dobong-gu,2023-06-19,115616.0
Seoul_Grand_Park,2023-03-06,4686,Guro-gu,2023-06-19,139719.0
Gangbuk-gu,2023-03-06,27889,Jung-gu,2023-06-19,90777.0
Mapo-gu,2023-03-06,34458,Gangdong-gu,2023-06-19,102005.0
Seongdong-gu,2023-03-06,1061,Yangcheon-gu,2023-06-19,145703.0
Nowon-gu,2023-03-06,20432,Songpa-gu,2023-06-19,61876.0
Gangseo-gu,2023-03-06,20824,Nowon-gu,2023-06-19,79908.0
Guro-gu,2023-03-06,48147,Seoul_Grand_Park,2023-06-19,9021.0
Seodaemun-gu,2023-03-06,1948,Gangbuk-gu,2023-06-19,100011.0
Eunpyeong-gu,2023-03-06,1721,Gangseo-gu,2023-06-19,48916.0
Gwangjin-gu,2023-03-06,25354,Seodaemun-gu,2023-06-19,6083.0
Dongjak-gu,2023-03-06,78682,Yongsan-gu,2023-06-19,303.0
Dobong-gu,2023-03-06,42614,Geumcheon-gu,2023-06-19,112682.0
Gangdong-gu,2023-03-06,25255,Gangnam-gu,2023-06-19,195271.0
Geumcheon-gu,2023-03-06,33060,Gwangjin-gu,2023-06-19,83723.0
Yangcheon-gu,2023-03-06,53119,Gwanak-gu,2023-06-19,81253.0
Jungnang-gu,2023-03-06,15403,Jongno-gu,2023-06-19,24611.0
Songpa-gu,2023-03-06,10050,Mapo-gu,2023-06-19,66951.0
Jongno-gu,2023-03-06,4565,Seongdong-gu,2023-06-19,3874.0
Gwanak-gu,2023-03-06,11130,Gangbuk-gu,2023-06-20,93228.0
Seocho-gu,2023-03-06,26469,Gangseo-gu,2023-06-20,48986.0
Jung-gu,2023-03-06,18431,Eunpyeong-gu,2023-06-20,6483.0
Yongsan-gu,2023-03-06,190,Gangnam-gu,2023-06-20,197848.0
Eunpyeong-gu,2023-03-07,2030,Gangdong-gu,2023-06-20,98237.0
Gwanak-gu,2023-03-07,13846,Dongjak-gu,2023-06-20,165213.0
Nowon-gu,2023-03-07,24570,Geumcheon-gu,2023-06-20,105546.0
Guro-gu,2023-03-07,60788,Seoul_Grand_Park,2023-06-20,10497.0
Seongdong-gu,2023-03-07,1563,Yangcheon-gu,2023-06-20,137628.0
Dongjak-gu,2023-03-07,71379,Songpa-gu,2023-06-20,61936.0
Gwangjin-gu,2023-03-07,33015,Dobong-gu,2023-06-20,104374.0
Seocho-gu,2023-03-07,24614,Guro-gu,2023-06-20,129550.0
Jungnang-gu,2023-03-07,20504,Gwangjin-gu,2023-06-20,80656.0
Seodaemun-gu,2023-03-07,2916,Jungnang-gu,2023-06-20,40377.0
Gangseo-gu,2023-03-07,28943,Seodaemun-gu,2023-06-20,7134.0
Jongno-gu,2023-03-07,8775,Seocho-gu,2023-06-20,60994.0
Gangdong-gu,2023-03-07,32027,Jung-gu,2023-06-20,88059.0
Jung-gu,2023-03-07,26614,Yongsan-gu,2023-06-20,725.0
Yangcheon-gu,2023-03-07,66202,Mapo-gu,2023-06-20,63732.0
Gangnam-gu,2023-03-07,50015,Jongno-gu,2023-06-20,24756.0
Geumcheon-gu,2023-03-07,40328,Seongdong-gu,2023-06-20,4964.0
Dobong-gu,2023-03-07,55848,Gwanak-gu,2023-06-20,75737.0
Songpa-gu,2023-03-07,13366,Nowon-gu,2023-06-20,73230.0
Mapo-gu,2023-03-07,46352,Gangbuk-gu,2023-06-21,99097.0
Seoul_Grand_Park,2023-03-07,3578,Jung-gu,2023-06-21,98202.0
Yongsan-gu,2023-03-07,207,Dongjak-gu,2023-06-21,167273.0
Gangbuk-gu,2023-03-07,35407,Jongno-gu,2023-06-21,27013.0
Seongdong-gu,2023-03-08,921,Gangnam-gu,2023-06-21,191906.0
Eunpyeong-gu,2023-03-08,1612,Geumcheon-gu,2023-06-21,113696.0
Gangseo-gu,2023-03-08,21702,Seocho-gu,2023-06-21,62240.0
Gangbuk-gu,2023-03-08,30096,Gangseo-gu,2023-06-21,49748.0
Guro-gu,2023-03-08,50359,Eunpyeong-gu,2023-06-21,6342.0
Yongsan-gu,2023-03-08,222,Gwangjin-gu,2023-06-21,83485.0
Gwangjin-gu,2023-03-08,26721,Yangcheon-gu,2023-06-21,143146.0
Gangnam-gu,2023-03-08,42626,Songpa-gu,2023-06-21,61613.0
Dobong-gu,2023-03-08,47601,Seongdong-gu,2023-06-21,4730.0
Seocho-gu,2023-03-08,18775,Yongsan-gu,2023-06-21,770.0
Jungnang-gu,2023-03-08,15661,Jungnang-gu,2023-06-21,41944.0
Geumcheon-gu,2023-03-08,34118,Seodaemun-gu,2023-06-21,6905.0
Gwanak-gu,2023-03-08,11514,Gangdong-gu,2023-06-21,103471.0
Nowon-gu,2023-03-08,20919,Mapo-gu,2023-06-21,66603.0
Gangdong-gu,2023-03-08,26030,Gwanak-gu,2023-06-21,84140.0
Jung-gu,2023-03-08,19834,Nowon-gu,2023-06-21,78222.0
Jongno-gu,2023-03-08,8606,Dobong-gu,2023-06-21,109364.0
Mapo-gu,2023-03-08,40116,Seoul_Grand_Park,2023-06-21,7333.0
Seodaemun-gu,2023-03-08,2366,Guro-gu,2023-06-21,139923.0
Seoul_Grand_Park,2023-03-08,2801,Jungnang-gu,2023-06-22,43006.0
Yangcheon-gu,2023-03-08,55147,Yongsan-gu,2023-06-22,738.0
Songpa-gu,2023-03-08,10585,Eunpyeong-gu,2023-06-22,6305.0
Dongjak-gu,2023-03-08,67295,Gangseo-gu,2023-06-22,51007.0
Jung-gu,2023-03-10,22151,Seodaemun-gu,2023-06-22,7024.0
Nowon-gu,2023-03-10,8870,Gwangjin-gu,2023-06-22,87684.0
Mapo-gu,2023-03-10,20934,Mapo-gu,2023-06-22,67754.0
Seocho-gu,2023-03-10,14046,Gangdong-gu,2023-06-22,106469.0
Yongsan-gu,2023-03-10,158,Songpa-gu,2023-06-22,66335.0
Eunpyeong-gu,2023-03-10,1555,Jongno-gu,2023-06-22,31773.0
Gangseo-gu,2023-03-10,14389,Gangbuk-gu,2023-06-22,99603.0
Songpa-gu,2023-03-10,5088,Yangcheon-gu,2023-06-22,148979.0
Yangcheon-gu,2023-03-10,25514,Gangnam-gu,2023-06-22,204367.0
Gangbuk-gu,2023-03-10,21344,Dobong-gu,2023-06-22,113924.0
Dongjak-gu,2023-03-10,33528,Jung-gu,2023-06-22,93500.0
Geumcheon-gu,2023-03-10,19041,Guro-gu,2023-06-22,140921.0
Gangnam-gu,2023-03-10,31806,Geumcheon-gu,2023-06-22,117817.0
Jungnang-gu,2023-03-10,10200,Seongdong-gu,2023-06-22,6408.0
Seoul_Grand_Park,2023-03-10,3491,Seocho-gu,2023-06-22,69127.0
Dobong-gu,2023-03-10,20197,Nowon-gu,2023-06-22,79661.0
Seongdong-gu,2023-03-10,1226,Seoul_Grand_Park,2023-06-22,12701.0
Gangdong-gu,2023-03-10,15526,Dongjak-gu,2023-06-22,175411.0
Seodaemun-gu,2023-03-10,1390,Gwanak-gu,2023-06-22,83302.0
Guro-gu,2023-03-10,25605,Seongdong-gu,2023-06-23,7178.0
Gwangjin-gu,2023-03-10,16250,Geumcheon-gu,2023-06-23,107906.0
Gwanak-gu,2023-03-10,6598,Jongno-gu,2023-06-23,30743.0
Jongno-gu,2023-03-10,5815,Yangcheon-gu,2023-06-23,140072.0
Seocho-gu,2023-03-14,3957,Songpa-gu,2023-06-23,61783.0
Yongsan-gu,2023-03-14,137,Gangnam-gu,2023-06-23,201532.0
Yangcheon-gu,2023-03-14,4621,Seoul_Grand_Park,2023-06-23,11490.0
Jung-gu,2023-03-14,7607,Mapo-gu,2023-06-23,62214.0
Eunpyeong-gu,2023-03-14,668,Jung-gu,2023-06-23,93482.0
Dobong-gu,2023-03-14,3539,Gwanak-gu,2023-06-23,76780.0
Gwanak-gu,2023-03-14,2483,Gangdong-gu,2023-06-23,101343.0
Seoul_Grand_Park,2023-03-14,628,Nowon-gu,2023-06-23,72581.0
Songpa-gu,2023-03-14,830,Guro-gu,2023-06-23,132152.0
Jongno-gu,2023-03-14,1829,Gangbuk-gu,2023-06-23,94964.0
Seongdong-gu,2023-03-14,161,Dobong-gu,2023-06-23,104812.0
Geumcheon-gu,2023-03-14,5217,Jungnang-gu,2023-06-23,43158.0
Dongjak-gu,2023-03-14,5768,Eunpyeong-gu,2023-06-23,6475.0
Gangnam-gu,2023-03-14,6798,Gangseo-gu,2023-06-23,49888.0
Gangseo-gu,2023-03-14,4883,Dongjak-gu,2023-06-23,164516.0
Gwangjin-gu,2023-03-14,5805,Seocho-gu,2023-06-23,72832.0
Gangbuk-gu,2023-03-14,4990,Gwangjin-gu,2023-06-23,84936.0
Gangdong-gu,2023-03-14,4813,Seodaemun-gu,2023-06-23,6763.0
Guro-gu,2023-03-14,9244,Yongsan-gu,2023-06-23,316.0
Seodaemun-gu,2023-03-14,149,Gangdong-gu,2023-06-24,100150.0
Mapo-gu,2023-03-14,1832,Jung-gu,2023-06-24,98324.0
Jungnang-gu,2023-03-14,3510,Gangbuk-gu,2023-06-24,91354.0
Nowon-gu,2023-03-14,1459,Jungnang-gu,2023-06-24,40781.0
Guro-gu,2023-03-15,57879,Seoul_Grand_Park,2023-06-24,32403.0
Nowon-gu,2023-03-15,25488,Seodaemun-gu,2023-06-24,7181.0
Seodaemun-gu,2023-03-15,2782,Songpa-gu,2023-06-24,51553.0
Jungnang-gu,2023-03-15,20649,Eunpyeong-gu,2023-06-24,6234.0
Yangcheon-gu,2023-03-15,65528,Guro-gu,2023-06-24,133306.0
Gwangjin-gu,2023-03-15,32425,Gwanak-gu,2023-06-24,78850.0
Gwanak-gu,2023-03-15,13834,Yongsan-gu,2023-06-24,67.0
Seoul_Grand_Park,2023-03-15,3448,Dobong-gu,2023-06-24,106378.0
Gangdong-gu,2023-03-15,28194,Nowon-gu,2023-06-24,72395.0
