"long","lat","order","hole","piece","id","group"
127.02188705,37.57198075,350,FALSE,"1",11110,"11110.1"
127.02184372,37.571974,351,FALSE,"1",11110,"11110.1"
127.0218179,37.57197005,352,FALSE,"1",11110,"11110.1"
127.02179154,37.57196583,353,FALSE,"1",11110,"11110.1"
127.02178058,37.57196415,354,FALSE,"1",11110,"11110.1"
127.0217574,37.57196077,355,FALSE,"1",11110,"11110.1"
127.02173052,37.57195655,356,FALSE,"1",11110,"11110.1"
127.02172114,37.57195515,357,FALSE,"1",11110,"11110.1"
127.02170205,37.57195205,358,FALSE,"1",11110,"11110.1"
127.02169496,37.57195121,359,FALSE,"1",11110,"11110.1"
127.02168878,37.57195008,360,FALSE,"1",11110,"11110.1"
127.02168099,37.57194896,361,FALSE,"1",11110,"11110.1"
127.02164367,37.57194333,362,FALSE,"1",11110,"11110.1"
127.02162864,37.57194108,363,FALSE,"1",11110,"11110.1"
127.02161838,37.5719394,364,FALSE,"1",11110,"11110.1"
127.02161095,37.57193828,365,FALSE,"1",11110,"11110.1"
127.0216044,37.57193715,366,FALSE,"1",11110,"11110.1"
127.0215761,37.57193293,367,FALSE,"1",11110,"11110.1"
127.0215524,37.57192928,368,FALSE,"1",11110,"11110.1"
127.02153931,37.5719273,369,FALSE,"1",11110,"11110.1"
127.02153313,37.57192646,370,FALSE,"1",11110,"11110.1"
127.0215241,37.5719245,371,FALSE,"1",11110,"11110.1"
127.02148625,37.57191409,372,FALSE,"1",11110,"11110.1"
127.02144911,37.57190395,373,FALSE,"1",11110,"11110.1"
127.02138012,37.5718851,374,FALSE,"1",11110,"11110.1"
127.02122817,37.57184374,375,FALSE,"1",11110,"11110.1"
127.02104758,37.57179506,376,FALSE,"1",11110,"11110.1"
127.02094977,37.5717686,377,FALSE,"1",11110,"11110.1"
127.02084311,37.57173962,378,FALSE,"1",11110,"11110.1"
127.02077607,37.57172133,379,FALSE,"1",11110,"11110.1"
127.02075466,37.5717157,380,FALSE,"1",11110,"11110.1"
127.02074777,37.5717126,381,FALSE,"1",11110,"11110.1"
127.02073149,37.57170585,382,FALSE,"1",11110,"11110.1"
127.02067471,37.57168221,383,FALSE,"1",11110,"11110.1"
127.02059528,37.571649,384,FALSE,"1",11110,"11110.1"
