자치구,측정날짜,방문자수
Geumcheon-gu,2023-03-20,50442
Gwangjin-gu,2023-03-20,35200
Jungnang-gu,2023-03-21,18367
Gangseo-gu,2023-03-21,26144
Mapo-gu,2023-03-21,43801
Nowon-gu,2023-03-21,23303
Dongjak-gu,2023-03-21,65157
Gwanak-gu,2023-03-21,12392
Dobong-gu,2023-03-21,51150
Yangcheon-gu,2023-03-21,60339
Gangbuk-gu,2023-03-21,33714
Seoul_Grand_Park,2023-03-21,4646
Seocho-gu,2023-03-21,21542
Geumcheon-gu,2023-03-21,45751
Songpa-gu,2023-03-21,11757
Gwangjin-gu,2023-03-21,32418
Yongsan-gu,2023-03-21,223
Seongdong-gu,2023-03-21,1753
Jung-gu,2023-03-21,24538
Gangdong-gu,2023-03-21,32438
Seodaemun-gu,2023-03-21,2908
Guro-gu,2023-03-21,58144
Gangnam-gu,2023-03-21,50437
Jongno-gu,2023-03-21,8003
Eunpyeong-gu,2023-03-21,2093
Seoul_Grand_Park,2023-03-22,6942
Yongsan-gu,2023-03-22,492
Jung-gu,2023-03-22,53817
Gangdong-gu,2023-03-22,44629
Seongdong-gu,2023-03-22,3214
Gangbuk-gu,2023-03-22,53568
Gangnam-gu,2023-03-22,103865
Jongno-gu,2023-03-22,17644
Gangseo-gu,2023-03-22,36793
Eunpyeong-gu,2023-03-22,3640
Jungnang-gu,2023-03-22,23858
Seodaemun-gu,2023-03-22,4198
Dobong-gu,2023-03-22,60753
Dongjak-gu,2023-03-22,93685
Guro-gu,2023-03-22,79770
Nowon-gu,2023-03-22,29793
Geumcheon-gu,2023-03-22,60238
Gwangjin-gu,2023-03-22,49256
Mapo-gu,2023-03-22,64474
Seocho-gu,2023-03-22,40809
Gwanak-gu,2023-03-22,18142
Yangcheon-gu,2023-03-22,79092
Songpa-gu,2023-03-22,17765
Seongdong-gu,2023-03-23,4026
Yongsan-gu,2023-03-23,549
Seocho-gu,2023-03-23,43800
Dobong-gu,2023-03-23,67148
Gwangjin-gu,2023-03-23,53071
Songpa-gu,2023-03-23,19894
Gangbuk-gu,2023-03-23,60030
Nowon-gu,2023-03-23,31575
Guro-gu,2023-03-23,87066
Jung-gu,2023-03-23,58333
Seoul_Grand_Park,2023-03-23,7723
Mapo-gu,2023-03-23,73693
Gwanak-gu,2023-03-23,20141
Yangcheon-gu,2023-03-23,87464
Dongjak-gu,2023-03-23,107076
Gangdong-gu,2023-03-23,50354
Geumcheon-gu,2023-03-23,68187
Gangnam-gu,2023-03-23,102421
Gangseo-gu,2023-03-23,39926
Jongno-gu,2023-03-23,19766
Jungnang-gu,2023-03-23,26735
Eunpyeong-gu,2023-03-23,3935
Seodaemun-gu,2023-03-23,5468
Gangdong-gu,2023-03-24,61954
Jungnang-gu,2023-03-24,34127
Dongjak-gu,2023-03-24,127829
Nowon-gu,2023-03-24,40403
Geumcheon-gu,2023-03-24,78520
Seodaemun-gu,2023-03-24,5927
Gangseo-gu,2023-03-24,47542
Gwanak-gu,2023-03-24,26375
Yongsan-gu,2023-03-24,629
Seoul_Grand_Park,2023-03-24,8978
Seongdong-gu,2023-03-24,5120
Gangbuk-gu,2023-03-24,71329
Gwangjin-gu,2023-03-24,68831
Mapo-gu,2023-03-24,86506
Songpa-gu,2023-03-24,26134
Dobong-gu,2023-03-24,84920
Eunpyeong-gu,2023-03-24,4975
Yangcheon-gu,2023-03-24,107846
Gangnam-gu,2023-03-24,116296
Guro-gu,2023-03-24,105663
Seocho-gu,2023-03-24,61048
Jung-gu,2023-03-24,79266
Jongno-gu,2023-03-24,24008
Yangcheon-gu,2023-03-25,134501
Mapo-gu,2023-03-25,113138
Jungnang-gu,2023-03-25,46042
Guro-gu,2023-03-25,130254
Dongjak-gu,2023-03-25,150911
Nowon-gu,2023-03-25,51023
Songpa-gu,2023-03-25,43424
Gangdong-gu,2023-03-25,75630
Seoul_Grand_Park,2023-03-25,53990
Gangbuk-gu,2023-03-25,89531
Jung-gu,2023-03-25,100412
Geumcheon-gu,2023-03-25,94809
Gwanak-gu,2023-03-25,35776
Eunpyeong-gu,2023-03-25,5906
Gangnam-gu,2023-03-25,140883
Yongsan-gu,2023-03-25,1397
Seocho-gu,2023-03-25,69408
Gangseo-gu,2023-03-25,55102
Seodaemun-gu,2023-03-25,7265
Gwangjin-gu,2023-03-25,81524
Seongdong-gu,2023-03-25,12592
Jongno-gu,2023-03-25,43893
Dobong-gu,2023-03-25,114985
Gangbuk-gu,2023-03-26,81506
Guro-gu,2023-03-26,122003
Seodaemun-gu,2023-03-26,6895
Dobong-gu,2023-03-26,110134
Nowon-gu,2023-03-26,48797
Jung-gu,2023-03-26,87109
Gangnam-gu,2023-03-26,104461
Gangdong-gu,2023-03-26,67730
Mapo-gu,2023-03-26,104951
Songpa-gu,2023-03-26,43450
Yangcheon-gu,2023-03-26,122515
Jungnang-gu,2023-03-26,43291
Jongno-gu,2023-03-26,25224
Seocho-gu,2023-03-26,41012
Gwangjin-gu,2023-03-26,76332
Dongjak-gu,2023-03-26,131053
Seongdong-gu,2023-03-26,11144
Gangseo-gu,2023-03-26,47001
Yongsan-gu,2023-03-26,1072
Seoul_Grand_Park,2023-03-26,63731
Geumcheon-gu,2023-03-26,88641
Eunpyeong-gu,2023-03-26,4408
Gwanak-gu,2023-03-26,32212
Gwanak-gu,2023-03-27,30204
Gangnam-gu,2023-03-27,113147
Mapo-gu,2023-03-27,101814
Yangcheon-gu,2023-03-27,129783
Seoul_Grand_Park,2023-03-27,12412
Eunpyeong-gu,2023-03-27,5653
Dongjak-gu,2023-03-27,137375
Seocho-gu,2023-03-27,56636
Gwangjin-gu,2023-03-27,72495
Seongdong-gu,2023-03-27,4256
Gangseo-gu,2023-03-27,56970
Yongsan-gu,2023-03-27,634
Geumcheon-gu,2023-03-27,102125
Songpa-gu,2023-03-27,34001
Jongno-gu,2023-03-27,16168
Jungnang-gu,2023-03-27,44048
Nowon-gu,2023-03-27,49003
Seodaemun-gu,2023-03-27,6421
Dobong-gu,2023-03-27,111075
Jung-gu,2023-03-27,76919
Guro-gu,2023-03-27,124344
Gangbuk-gu,2023-03-27,85841
Gangdong-gu,2023-03-27,71897
Songpa-gu,2023-03-28,17820
Eunpyeong-gu,2023-03-28,2579
Gangbuk-gu,2023-03-28,52812
Yongsan-gu,2023-03-28,251
Dongjak-gu,2023-03-28,81568
Dobong-gu,2023-03-28,68418
Seoul_Grand_Park,2023-03-28,5961
Yangcheon-gu,2023-03-28,74497
Seodaemun-gu,2023-03-28,2920
Gwangjin-gu,2023-03-28,38239
Gangnam-gu,2023-03-28,56677
Seocho-gu,2023-03-28,27590
Mapo-gu,2023-03-28,52649
Jungnang-gu,2023-03-28,27409
Jongno-gu,2023-03-28,8628
Gangdong-gu,2023-03-28,38043
Geumcheon-gu,2023-03-28,57814
Seongdong-gu,2023-03-28,1841
Gwanak-gu,2023-03-28,15968
Nowon-gu,2023-03-28,28574
Jung-gu,2023-03-28,35079
Guro-gu,2023-03-28,70228
Gangseo-gu,2023-03-28,31737
Geumcheon-gu,2023-03-29,40166
Nowon-gu,2023-03-29,26781
Mapo-gu,2023-03-29,52202
Eunpyeong-gu,2023-03-29,2034
Dobong-gu,2023-03-29,54626
Gangdong-gu,2023-03-29,29891
Guro-gu,2023-03-29,60014
Yangcheon-gu,2023-03-29,64895
Dongjak-gu,2023-03-29,74785
Gwanak-gu,2023-03-29,18881
Gangbuk-gu,2023-03-29,37421
Seodaemun-gu,2023-03-29,3617
Yongsan-gu,2023-03-29,244
Jung-gu,2023-03-29,27898
Gangseo-gu,2023-03-29,25760
Seoul_Grand_Park,2023-03-29,6627
Gwangjin-gu,2023-03-29,35782
Songpa-gu,2023-03-29,27863
Jongno-gu,2023-03-29,8141
Jungnang-gu,2023-03-29,21483
Seocho-gu,2023-03-29,26315
Gangnam-gu,2023-03-29,68272
Seongdong-gu,2023-03-29,2539
Seocho-gu,2023-03-30,23194
Songpa-gu,2023-03-30,34400
Gangseo-gu,2023-03-30,38555
Gangbuk-gu,2023-03-30,35940
Nowon-gu,2023-03-30,31318
Eunpyeong-gu,2023-03-30,1748
Gangnam-gu,2023-03-30,78179
Dongjak-gu,2023-03-30,68697
Geumcheon-gu,2023-03-30,38900
Guro-gu,2023-03-30,54904
Yongsan-gu,2023-03-30,234
Jung-gu,2023-03-30,27121
Seoul_Grand_Park,2023-03-30,5962
Jongno-gu,2023-03-30,8046
Jungnang-gu,2023-03-30,21646
Seongdong-gu,2023-03-30,2367
Gangdong-gu,2023-03-30,25956
Dobong-gu,2023-03-30,52482
Mapo-gu,2023-03-30,50627
Gwangjin-gu,2023-03-30,34690
Yangcheon-gu,2023-03-30,60374
Seodaemun-gu,2023-03-30,3247
Gwanak-gu,2023-03-30,32134
Dobong-gu,2023-03-31,66747
Yongsan-gu,2023-03-31,327
Guro-gu,2023-03-31,69150
Gangseo-gu,2023-03-31,54296
Jung-gu,2023-03-31,32730
Jongno-gu,2023-03-31,14846
Songpa-gu,2023-03-31,47864
Seocho-gu,2023-03-31,29927
Nowon-gu,2023-03-31,43936
Geumcheon-gu,2023-03-31,50144
Jungnang-gu,2023-03-31,21715
Gwangjin-gu,2023-03-31,43060
Gwanak-gu,2023-03-31,42882
Dongjak-gu,2023-03-31,83750
Yangcheon-gu,2023-03-31,76603
Mapo-gu,2023-03-31,60764
Seodaemun-gu,2023-03-31,3755
Gangbuk-gu,2023-03-31,39580
Eunpyeong-gu,2023-03-31,3069
Gangnam-gu,2023-03-31,97248
Gangdong-gu,2023-03-31,35811
Seongdong-gu,2023-03-31,4458
Seoul_Grand_Park,2023-03-31,11930
Guro-gu,2023-04-01,59405
Jongno-gu,2023-04-01,16033
Seoul_Grand_Park,2023-04-01,39921
Seocho-gu,2023-04-01,25535
Gangnam-gu,2023-04-01,95366
Yangcheon-gu,2023-04-01,66429
Dongjak-gu,2023-04-01,73368
Gangdong-gu,2023-04-01,30528
Jungnang-gu,2023-04-01,21666
Geumcheon-gu,2023-04-01,35093
Jung-gu,2023-04-01,32963
Gwangjin-gu,2023-04-01,41010
Gwanak-gu,2023-04-01,35779
Dobong-gu,2023-04-01,54137
Seongdong-gu,2023-04-01,6854
Eunpyeong-gu,2023-04-01,2755
Nowon-gu,2023-04-01,35001
Mapo-gu,2023-04-01,51274
Gangseo-gu,2023-04-01,40297
Seodaemun-gu,2023-04-01,2961
Yongsan-gu,2023-04-01,547
Songpa-gu,2023-04-01,42189
Gangbuk-gu,2023-04-01,41087
Seocho-gu,2023-04-02,22185
Geumcheon-gu,2023-04-02,30869
Eunpyeong-gu,2023-04-02,1887
Guro-gu,2023-04-02,62548
Dongjak-gu,2023-04-02,81359
Dobong-gu,2023-04-02,58905
Seodaemun-gu,2023-04-02,3013
Mapo-gu,2023-04-02,52902
Gangnam-gu,2023-04-02,98211
Songpa-gu,2023-04-02,45543
Gangbuk-gu,2023-04-02,39079
Jungnang-gu,2023-04-02,20336
Gwanak-gu,2023-04-02,37304
Seoul_Grand_Park,2023-04-02,46038
Gangdong-gu,2023-04-02,32167
Jongno-gu,2023-04-02,13824
Jung-gu,2023-04-02,28853
Gangseo-gu,2023-04-02,38521
Seongdong-gu,2023-04-02,7093
Gwangjin-gu,2023-04-02,40393
Yangcheon-gu,2023-04-02,66396
Nowon-gu,2023-04-02,36686
Yongsan-gu,2023-04-02,441
Geumcheon-gu,2023-04-03,33370
Jungnang-gu,2023-04-03,20161
Seodaemun-gu,2023-04-03,2095
Gwangjin-gu,2023-04-03,33472
Seongdong-gu,2023-04-03,2649
Nowon-gu,2023-04-03,34297
Yongsan-gu,2023-04-03,181
Mapo-gu,2023-04-03,39875
Gangbuk-gu,2023-04-03,36829
Eunpyeong-gu,2023-04-03,1811
Gangseo-gu,2023-04-03,37635
Jung-gu,2023-04-03,29557
Yangcheon-gu,2023-04-03,56432
Jongno-gu,2023-04-03,9225
Gangdong-gu,2023-04-03,28264
Dobong-gu,2023-04-03,55114
Seocho-gu,2023-04-03,15442
Songpa-gu,2023-04-03,31244
Seoul_Grand_Park,2023-04-03,15821
Gwanak-gu,2023-04-03,34950
Dongjak-gu,2023-04-03,57139
Gangnam-gu,2023-04-03,63491
Guro-gu,2023-04-03,52931
Seongdong-gu,2023-04-04,1840
Mapo-gu,2023-04-04,44400
Gangdong-gu,2023-04-04,31414
Seodaemun-gu,2023-04-04,2935
Gwanak-gu,2023-04-04,34189
Yangcheon-gu,2023-04-04,53592
Dobong-gu,2023-04-04,54237
Guro-gu,2023-04-04,56190
Gangbuk-gu,2023-04-04,34470
Yongsan-gu,2023-04-04,301
Gangseo-gu,2023-04-04,38982
Jung-gu,2023-04-04,24127
Jongno-gu,2023-04-04,12322
Songpa-gu,2023-04-04,29105
Seocho-gu,2023-04-04,24459
Seoul_Grand_Park,2023-04-04,9478
Dongjak-gu,2023-04-04,76079
Gangnam-gu,2023-04-04,85181
Eunpyeong-gu,2023-04-04,2444
Geumcheon-gu,2023-04-04,53064
Nowon-gu,2023-04-04,34101
Gwangjin-gu,2023-04-04,34129
Jungnang-gu,2023-04-04,19574
Dobong-gu,2023-04-05,54147
Gwanak-gu,2023-04-05,33414
Yongsan-gu,2023-04-05,164
Seoul_Grand_Park,2023-04-05,2090
Gangbuk-gu,2023-04-05,34440
Jungnang-gu,2023-04-05,21501
Gwangjin-gu,2023-04-05,36880
Jongno-gu,2023-04-05,6877
Jung-gu,2023-04-05,27886
Gangdong-gu,2023-04-05,26769
Seodaemun-gu,2023-04-05,2942
Eunpyeong-gu,2023-04-05,1896
Guro-gu,2023-04-05,57381
Nowon-gu,2023-04-05,32965
Seongdong-gu,2023-04-05,1450
Geumcheon-gu,2023-04-05,35971
Songpa-gu,2023-04-05,32773
Gangseo-gu,2023-04-05,40067
Mapo-gu,2023-04-05,48627
Gangnam-gu,2023-04-05,84049
Dongjak-gu,2023-04-05,62218
Yangcheon-gu,2023-04-05,66135
Seocho-gu,2023-04-05,22932
Gangseo-gu,2023-04-06,26298
Dongjak-gu,2023-04-06,40818
Geumcheon-gu,2023-04-06,26136
Nowon-gu,2023-04-06,21579
Jungnang-gu,2023-04-06,11485
Gwangjin-gu,2023-04-06,22340
Jung-gu,2023-04-06,28682
Seocho-gu,2023-04-06,25013
Eunpyeong-gu,2023-04-06,2076
Songpa-gu,2023-04-06,18625
Seoul_Grand_Park,2023-04-06,3026
Gangbuk-gu,2023-04-06,18787
Jongno-gu,2023-04-06,6890
Mapo-gu,2023-04-06,30864
Dobong-gu,2023-04-06,34950
Seodaemun-gu,2023-04-06,3004
Gwanak-gu,2023-04-06,22346
Guro-gu,2023-04-06,31571
Yongsan-gu,2023-04-06,189
Seongdong-gu,2023-04-06,1235
Yangcheon-gu,2023-04-06,35592
Gangdong-gu,2023-04-06,18743
Gangnam-gu,2023-04-06,61449
Yongsan-gu,2023-04-07,309
Gangseo-gu,2023-04-07,8398
Seodaemun-gu,2023-04-07,3059
Seongdong-gu,2023-04-07,2548
Seocho-gu,2023-04-07,26375
Seoul_Grand_Park,2023-04-07,7844
Jung-gu,2023-04-07,34205
Gangnam-gu,2023-04-07,20796
Mapo-gu,2023-04-07,1535
Gwangjin-gu,2023-04-07,8936
Gangdong-gu,2023-04-07,5330
Eunpyeong-gu,2023-04-07,2862
Songpa-gu,2023-04-07,3313
Jongno-gu,2023-04-07,4691
Gwanak-gu,2023-04-07,3012
Gangbuk-gu,2023-04-07,2427
Yangcheon-gu,2023-04-07,3104
Seodaemun-gu,2023-04-08,2707
Gangnam-gu,2023-04-08,21331
Songpa-gu,2023-04-08,4558
Jung-gu,2023-04-08,33451
Jongno-gu,2023-04-08,5457
Yangcheon-gu,2023-04-08,2274
Seoul_Grand_Park,2023-04-08,21842
Seongdong-gu,2023-04-08,4350
Seocho-gu,2023-04-08,23630
Mapo-gu,2023-04-08,2407
Yongsan-gu,2023-04-08,561
Gangdong-gu,2023-04-08,4602
Gwangjin-gu,2023-04-08,8119
Eunpyeong-gu,2023-04-08,2438
Gangseo-gu,2023-04-08,5971
Gangbuk-gu,2023-04-08,2674
Gwanak-gu,2023-04-08,3601
Gangseo-gu,2023-04-09,3579
Yangcheon-gu,2023-04-09,1606
Seongdong-gu,2023-04-09,2802
Seodaemun-gu,2023-04-09,2433
Gangnam-gu,2023-04-09,12451
Mapo-gu,2023-04-09,1195
Seoul_Grand_Park,2023-04-09,18042
Gangbuk-gu,2023-04-09,2380
Eunpyeong-gu,2023-04-09,1511
Songpa-gu,2023-04-09,4757
Gwangjin-gu,2023-04-09,5899
Gangdong-gu,2023-04-09,3207
Seocho-gu,2023-04-09,14633
Jung-gu,2023-04-09,23185
Jongno-gu,2023-04-09,3371
Gwanak-gu,2023-04-09,1873
Yongsan-gu,2023-04-09,343
